mapillary_image_id,user_id,user_name,captured_at,longitude,latitude,train,surface_type,surface_quality
151069000320296,100985038811369,debigc,1540541807537,6.647271408779,49.754396759536,True,asphalt,good
109142851228600,109524621275400,polarmap,1437581775359,13.479891221324,52.553298927872,True,concrete,good
2942068519364718,102609045317136,mfa,1560611924000,9.1051394999722,48.723851199972,True,asphalt,bad
490427612200828,110396794526009,tordans,1517738215321,13.47728731424,52.492447923312,True,paving_stones,good
514703833039857,110552844504419,zoegglmeyr,1492186568000,12.393172222222,51.338525,True,concrete,intermediate
1487196448364352,101442708769899,tmka,1653239187000,8.6328067999722,50.158396099972,True,paving_stones,excellent
1222825865064885,100232345559807,carlheinz,1685713485500,13.2492374,52.552935099972,True,asphalt,good
296099878822080,100232345559807,carlheinz,1571492159250,13.38628495547,52.53836595547,True,paving_stones,good
459938038634172,109118207989605,gpsvid,1400920586000,10.092416853833,48.839629207667,True,sett,good
470360840719445,106289114939007,goobersmash,1464446132212,13.391482,52.477639,True,concrete,good
2629962573825008,100232345559807,carlheinz,1685714730500,13.252060999972,52.5613789,True,asphalt,excellent
1610252219346632,105392615029240,ray66,1651228193000,9.4996858999722,48.017389,True,sett,good
783293109244827,103023348603763,tonicity,1495039285000,11.65442466998,48.042060850015,True,paving_stones,excellent
941136383300379,102627028648372,kartonage,1557326566000,13.5377775,52.4036449,True,paving_stones,intermediate
322594332711725,104949251746160,zoegglmeyr1,1591366387000,10.225094444444,50.819463888889,True,sett,intermediate
307224477518159,101106178803146,bejotel,1558025603769,12.33615538,51.534038705001,True,asphalt,intermediate
785946555379075,101658985409308,wegavision,1438459122568,8.480179882705,49.481050520967,True,asphalt,intermediate
815029952853752,100232345559807,carlheinz,1662480813500,13.470884099972,52.565814099972,True,asphalt,good
467169451235028,110552844504419,zoegglmeyr,1460652824000,10.688730555556,50.954119444444,True,asphalt,bad
677286359712821,101410265434782,moenk,1440251304000,13.339533333333,52.460986111111,True,paving_stones,good
314679566707429,108954524668583,ramap,1558792815000,8.3335519116017,48.987939376403,True,asphalt,intermediate
186647163278449,108743158026606,dway17,1537258648020,10.131366507988,54.334512627515,True,asphalt,good
473441563761168,110208441206053,miguel_andrade,1567246823815,8.3785204040431,49.999929242424,True,unpaved,very_bad
893479331209863,100284998883344,deletefacebook,1531574695549,12.056297106706,54.1619144931,True,asphalt,good
605445947254334,107674238136176,strubbl,1625318285227,10.2698853,53.492011099972,True,paving_stones,excellent
199898255306402,100395682205448,peewee32,1495723124000,10.008911,52.434827,True,paving_stones,intermediate
549400119375623,100869315495479,morwas,1555066242000,8.376521,49.030151,True,concrete,excellent
978717603032803,100410142246791,littlefool,1647683218979,8.639608887289,49.509640131579,True,asphalt,excellent
314577030186053,101809942064562,stefan005,1532876625190,9.1516357728511,48.790267226992,True,asphalt,excellent
235212685046067,110208441206053,miguel_andrade,1540619986163,8.2103400659888,50.025107691922,True,asphalt,intermediate
141078978035700,100930438817170,bufonto,1502731969850,13.338373920438,52.427570158151,True,sett,intermediate
253368569812533,110552844504419,zoegglmeyr,1460396124000,10.699355555556,50.951247222222,True,paving_stones,bad
526099871894038,107502804819201,qwave,1533561306055,9.075533151635,48.510084310592,True,asphalt,good
889613514949002,101658985409308,wegavision,1466442876424,8.59977669,49.47063335,True,concrete,excellent
264887602030192,109842617910576,britiger,1604844114000,13.363493615556,52.167102461667,True,sett,bad
1953851921490269,102468835332129,ber319,1654515757933,13.6675395,52.390907,True,unpaved,bad
6071685396270338,110506831175417,ente,1692354467313,8.7171987,49.4097978,True,unpaved,intermediate
893096874804940,111461687745521,8of9,1605881548136,12.08279935335,54.086145461675,True,concrete,intermediate
5708968529177922,103901361851883,rik,1622465491000,13.580295,52.278928,True,unpaved,very_bad
523383168835186,107998954769035,knistertoni,1588865308322,8.7012604318497,49.408434199442,True,asphalt,good
376848163572652,109785824588826,einherjerdave,1551968691000,13.354748989999,52.429134650072,True,paving_stones,good
197962738841566,102627028648372,kartonage,1569061366000,13.2931617,52.582647299972,True,concrete,good
288211562955491,105490881690337,mfk,1584547773000,9.0488891999722,48.4735133,True,asphalt,intermediate
439378547023802,100232345559807,carlheinz,1602164833000,13.5006745,52.54722,True,paving_stones,good
236180184947510,107461344819352,hutberger,1594492239587,9.2407302392078,52.906802232411,True,concrete,excellent
278089611473293,101047906381459,midokbn,1689063775353,11.634756456568,52.131538220137,True,paving_stones,good
3984957034926784,107164461520710,stefanhrt,1613829958014,13.6162392,52.516803,True,sett,bad
934320617415269,110552844504419,zoegglmeyr,1505479043000,11.838641666667,52.049638888889,True,paving_stones,good
1257835361733477,100926758817659,t_hartung,1663222508233,7.2370118999981,51.547213699999,True,asphalt,good
1756746257838384,102627028648372,kartonage,1564510012000,13.3525282,52.514512299972,True,asphalt,excellent
3998069413612223,104539085120128,berndgehle1,1527149132348,9.2138953224401,52.64245348366,True,asphalt,intermediate
373353294054697,106201331614522,geoft,1614769398457,9.9931231,53.5145892,True,paving_stones,excellent
4699720980048530,100232345559807,carlheinz,1634124133223,13.443674063323,52.503306297634,True,asphalt,intermediate
747467936284575,103901361851883,rik,1655381754000,13.622316,52.308703,True,unpaved,very_bad
1190992678190431,111461687745521,8of9,1674810812000,12.100888499972,54.092282099972,True,paving_stones,intermediate
1632040656987923,109689944596904,masterofnoroad,1583669833549,14.281255166203,53.725108811928,True,sett,intermediate
328052538916504,100232345559807,carlheinz,1588325494621,13.38839071804,52.626622156289,True,unpaved,very_bad
4209182649116328,103828185188502,wladimir,1487423547731,7.0069619999999,51.542043,True,asphalt,intermediate
789444188806153,100232345559807,carlheinz,1665678044000,13.452061999972,52.527435699972,True,paving_stones,intermediate
530668918098595,110552844504419,zoegglmeyr,1499975550000,12.428227777778,51.343355555556,True,concrete,intermediate
3276733872430086,109816094581163,aceini,1458322136281,12.9205439,50.8329076,True,sett,good
870796010445545,108655198076571,lightbuster,1621674783236,13.585510232203,52.400174230508,True,asphalt,good
145428591267697,102099175369556,poxonline,1645632619202,7.3792113704837,51.571665591609,True,asphalt,intermediate
2807390949576171,102488681996897,reihard1969,1567588631716,13.595329462933,52.437204817006,True,unpaved,bad
1124613891353994,102627028648372,kartonage,1565112494000,13.4369557,52.423682399972,True,asphalt,excellent
1222996061483703,100232345559807,carlheinz,1589374545726,13.49775628188,52.575414637153,True,concrete,bad
790758701813186,110506831175417,ente,1622733969000,10.590127549998,48.013008850001,True,unpaved,very_bad
320082119771768,103176441925293,reclus,1484237640000,7.334075,51.433945,True,sett,intermediate
395662968864594,107674238136176,strubbl,1624104354653,11.657655599972,48.0416492,True,concrete,excellent
319388709600976,110552844504419,zoegglmeyr,1493565076000,12.368686111111,51.361058333333,True,sett,intermediate
785012923019342,101834042469155,Langfahrer,1682951048009,9.5126376,52.4255853,True,paving_stones,good
745215719930018,102609045317136,mfa,1672410153000,9.2189192,48.805419999972,True,sett,intermediate
848650859051731,110552844504419,zoegglmeyr,1535892929000,14.150208333333,53.9592,True,paving_stones,good
518211422696294,100474358864037,chuck,1589630971023,8.6417664033333,49.87625042,True,asphalt,good
466634061093012,106289114939007,goobersmash,1461932086782,13.035107,52.404642,True,sett,good
177041897543429,109673317932619,geogladbecker,1590505743000,6.9287067999722,51.5204662,True,asphalt,intermediate
167485215258857,101410265434782,moenk,1460894436000,13.305177777778,52.464519444444,True,asphalt,good
921178155385700,103390745232765,madel,1526139396000,6.1223194444444,50.832536111111,True,paving_stones,good
290555522549376,102627028648372,kartonage,1553241067000,13.4653161,52.3728306,True,asphalt,good
303955944658166,101410265434782,moenk,1569151752000,13.138717459444,52.397868409722,True,sett,bad
283953566761361,105727404998982,seb1982,1557830416216,10.0782509698,53.5503540919,True,asphalt,good
823886765778004,100562292188203,changchun1,1688395928540,10.9931765,49.475865800003,True,concrete,excellent
248746290462217,103078715264357,hotteliene,1635675759875,10.421496914961,51.908677856299,True,asphalt,intermediate
532497427912868,110208441206053,miguel_andrade,1618670433495,8.1351476557146,49.91973058479,True,paving_stones,intermediate
4709108242451125,103717708537985,cuspis,1560943356074,11.538498181918,50.357557785814,True,asphalt,good
310512487346886,102124648700555,grinninghamster,1561923874000,8.6732300999722,50.588148699972,True,paving_stones,good
3042400692655917,109803481248732,b166er,1594823051112,8.1523067474052,49.194138025848,True,concrete,excellent
546456613169072,100561448860368,changychange,1600702869223,9.5158359501599,53.919953838972,True,paving_stones,intermediate
962898327794594,100562292188203,changchun1,1459005456574,7.03079758,51.44994698,True,asphalt,intermediate
3305961136297203,100474358864037,chuck,1598546814126,11.015565449102,49.440827483034,True,asphalt,excellent
971997080623147,100981335478605,eliasp,1683443754390,8.9838732,48.5405986,True,asphalt,bad
910624389500625,109115837985025,veloroute_hamburg,1618045387595,10.157686195455,53.638772809091,True,paving_stones,intermediate
283748790256856,101047092142896,hendel,1632929696500,11.417548625,53.630297852778,True,sett,intermediate
502550017454306,110552844504419,zoegglmeyr,1503676294000,13.108947222222,51.298566666667,True,sett,intermediate
977297523405941,104115958497622,kopra,1688025559071,12.345855633444,51.317778066489,True,asphalt,bad
214550263440882,105558841679641,mjay,1423651720000,10.094658,53.588156,True,asphalt,intermediate
1137266490500670,109673317932619,geogladbecker,1661264518000,7.0432772,51.493209299972,True,paving_stones,intermediate
359385115952515,103606985215406,dsmm,1638797791770,13.830585571091,52.501228554277,True,asphalt,bad
1303389206747672,100232345559807,carlheinz,1631868964000,13.4510453,52.5095095,True,asphalt,excellent
510396953479316,107978504767162,klaus,1407690370000,7.1172787938375,50.738956571552,True,paving_stones,excellent
532919287886836,100232345559807,carlheinz,1617904191000,13.484769,52.582665699972,True,unpaved,bad
463157628248734,106289114939007,goobersmash,1465030923880,13.474132,52.513958,True,paving_stones,good
479136550015176,104685021772982,vorwaertsimmer,1599302550096,11.78592,47.865727300003,True,asphalt,excellent
1291356228145666,107765738126751,rasmustravemnd,1686566114954,10.881917100003,54.2775492,True,concrete,excellent
1761064124078075,100232345559807,carlheinz,1636802439000,13.44865,52.606647199972,True,asphalt,good
